"","Region_1","AccidentYear","MinorCoverageType","WrittenVehicles","NumberofEarnedVehicles","WrittenPremium","EarnedPremium","ClaimCount","ClaimCountORIGINAL","ClaimCountOMPP","ClaimCountGENERATED","LossAmount","ExpenseAmount","LossandExpenseAmount","Loss_Ratio","ClaimFrequency","AverageLossPerClaim","ExpenseRatio","CombinedRatio","AverageWrittenPremiumPerVehicle","AverageEarnedPremiumPerVehicle","LossRatio_Level","ClaimFrequency_Level","CombinedRatio_Level","Exposure_Level"
"48","Algoma",2023,"SP",111.6668,121.7443,7960,7158.7783,2.1622,2.1622,0,0,11455.607,0,11455.607,1.60021815454182,0.0177601743983086,5298.1255203034,0,1.60021815454182,71.283496974929,58.8017533469739,"High Risk >= 0.75","Low Risk < 0.05","Unprofitable >= 1.10","Low Exposure < 0.01"
"49","Algoma",2023,"UA",76775.7498,76366.9497,960292,957902.5895,12.458,12.458,10.3556,0,350326.8886,5895.4354,356222.324,0.365722874580453,0.000163133398007122,28120.6364263927,0.00615452496383506,0.371877399544288,12.5077515035874,12.5434182360697,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"50","Algoma",2023,"UM",75419.5003,75159.7843,1596441,1587169.5892,2.4801,2.4801,1.0755,0,1389266.4613,1996.0114,1391262.4727,0.875310660406648,3.29976998084599e-05,560165.501915245,0.00125759176182683,0.876568252168475,21.1674831263765,21.1172717428887,"High Risk >= 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"51","Brant",2019,"AB",77499.2502,76271.6888,28608069,27137497.8007,607.2763,929.3584,665.1079,0,16713870.9318,2054335.9703,18768206.9044,0.615895800509982,0.00796201460272373,27522.6794324099,0.0757010091861531,0.691596809696135,369.139945562983,355.800405467094,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"52","Brant",2019,"AP",23275.8333,22735.1114,9416731,8716768.8356,1241,1241,1241,0,6580412.3245,139308.82,6719721.1445,0.754914171593613,0.0545851734863283,5302.50791659952,0.0159817040726205,0.770895875666234,404.571165235145,383.40559156442,"High Risk >= 0.75"," 0.05 >= Moderate Risk < 0.10","Profitable < 1.00","0.01 >= Medium Exposure < 0.05"
"53","Brant",2019,"BI",77584,76366.6779,30168308,29672520.7394,73.7142,73.7142,48.5344,0,9546331.2069,1278941.9666,10825273.1723,0.321722960133418,0.000965266553777901,129504.643703655,0.0431018981444938,0.364824858277912,388.847030315529,388.553248031233,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"54","Brant",2019,"CL",46919.4168,46212.4693,12935311,11799220.8247,1387,1387,1386,0,10817641.6425,255950.555,11073592.1975,0.916809830345305,0.0300135444179781,7799.30904289834,0.0216921573723075,0.938501987717613,275.692066999435,255.325478240567,"High Risk >= 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"55","Brant",2019,"CM",51086.9999,50456.6284,5487260,5184563.5062,1472,1472,1472,0,4466679.4655,84811.2895,4551490.755,0.861534333634546,0.0291735703846593,3034.42898471467,0.0163584242720873,0.877892757906633,107.410104542075,102.752872528439,"High Risk >= 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"56","Brant",2019,"DC",77538.2499,76305.1931,20255749,18280074.7978,2407,4475,4474,0,15667598.9945,274954.071,15942553.0655,0.857086153519765,0.0315443799066934,6509.18113606149,0.015041189603507,0.872127343123272,261.235571168082,239.565277999408,"High Risk >= 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"57","Brant",2019,"PD",77649.1669,76406.379,1202155,1174938.0666,80,80,80,0,711441.3565,18150.3105,729591.667,0.605513921732698,0.00104703299707476,8893.01695625,0.0154478870129068,0.620961808745605,15.4818789176217,15.3774865656178,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"58","Brant",2019,"SP",25.8335,28.5974,1433,1604.1317,0,0,0,0,0,0,0,0,0,NA,0,0,55.4706098670331,56.0936203990573,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","Low Exposure < 0.01"
"59","Brant",2019,"UA",77497.4167,76256.2709,1235322,1203826.9263,14.8821,17.856,17.856,0,491013.4807,57813.3765,548826.8572,0.407877137462896,0.000195159031832489,32993.5614395818,0.0480246580608487,0.455901795523744,15.9401700418228,15.7865958050671,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"60","Brant",2019,"UM",75822.1664,74679.4086,1427489,1395702.2118,0.6624,0.6624,0.6624,0,22970.6382,8800.6382,31771.2764,0.0164581226609761,8.86991491252918e-06,34677.8958333333,0.00630552715729386,0.0227636498182699,18.8268031339184,18.6892509992373,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"61","Brant",2020,"AB",79563.9165,78113.9018,29904567,29100250.9306,465.9638,728.2502,517.6246,0,12727084.5204,1330855.2363,14057939.7563,0.437353085055944,0.00596518403590998,27313.4619479024,0.0457334625558351,0.483086547611779,375.855894424202,372.536133262261,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"62","Brant",2020,"AP",23625,23226.0317,10667082,10064135.5059,899,899,899,0,4759083.3872,109331.1712,4868414.5584,0.472875527600958,0.0387065690606114,5293.75237730812,0.010863443873138,0.483738971474096,451.516698412698,433.312743041679,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","0.01 >= Medium Exposure < 0.05"
"63","Brant",2020,"BI",79617.75,78166.3614,29516065,29522584.9807,74.7734,74.7734,35.1462,0,13796750.7584,1404379.8677,15201130.626,0.467328683020794,0.000956593074831292,184514.155547294,0.0475696782181538,0.514898361238948,370.7221693655,377.689129338186,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"64","Brant",2020,"CL",48122.0001,47317.2783,14778708,13790158.2349,1011,1011,1011,0,8102279.9333,161263.1045,8263543.0378,0.587540751548073,0.0213664022176018,8014.12456310584,0.011694072087721,0.599234823635794,307.109180193863,291.44022501607,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"65","Brant",2020,"CM",52723.6664,51811.0406,6273548,5839383.4078,1303,1303,1303,0,4047904.2272,78367.0184,4126271.2456,0.693207474918153,0.0251490799047954,3106.60339769762,0.0134204269401664,0.70662790185832,118.989221128977,112.705387503836,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"66","Brant",2020,"DC",79575.4163,78140.954,23334123,21747617.3364,1643,3029,3029,0,10807292.3886,170635.9841,10977928.3732,0.496941445190473,0.0210261062336147,6577.77990785149,0.00784619213500684,0.50478763732548,293.232810897654,278.312667342147,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"67","Brant",2020,"PD",79591.8332,78175.2721,1295257,1233529.6877,63,63,63,0,623877.0724,7209.9745,631087.0469,0.505765753853287,0.000805881429097066,9902.81067301587,0.00584499471062062,0.511610748563907,16.2737425175929,15.779026469164,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"68","Brant",2020,"SP",53.4999,33.8629,6427,3066.7901,1,1,1,0,17751.6764,0,17751.6764,5.78835714905953,0.0295308434894826,17751.6764,0,5.78835714905953,120.131065665543,90.5648984581947,"High Risk >= 0.75","Low Risk < 0.05","Unprofitable >= 1.10","Low Exposure < 0.01"
"69","Brant",2020,"UA",79362.9165,77948.919,1246481,1228227.9587,13.8322,15.8068,13.8322,0,71729.56,2508.342,74237.902,0.0584008526201611,0.000177452108091454,5185.69424964937,0.00204224466820876,0.0604430972883698,15.7060886238978,15.756831197364,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"70","Brant",2020,"UM",77618.9166,76293.9791,1476407,1442271.5717,1.0932,1.0932,0,0,180625.8126,19311.2984,199937.111,0.125237033124835,1.43287846943613e-05,165226.685510428,0.0133895022122899,0.138626535337124,19.0212265858913,18.9041335727107,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"71","Brant",2021,"AB",82250.2499,80975.9464,30145277,30206771.3353,471.3422,687.7612,486.1696,0,9951463.4266,1767528.5741,11718992.0012,0.329444789584996,0.0058207680299492,21113.0330078656,0.0585143163590756,0.387959105944072,366.5068134948,373.033878308584,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"72","Brant",2021,"AP",24408.1665,24042.6442,11205815,10958255.952,1069.0654,1069.0654,1069.0654,0,6778243.094,105167.916,6883411.01,0.618551266158635,0.0444653837201484,6340.34465431207,0.00959713995189223,0.628148406110527,459.10105537833,455.78414174594,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","0.01 >= Medium Exposure < 0.05"
"73","Brant",2021,"BI",82238.1669,81012.9785,30158408,29987798.2701,73.8005,73.8005,22.8468,0,10228800.9658,1192867.9999,11421668.9666,0.341098765360138,0.00091097132047799,138600.700073848,0.0397784455249379,0.380877210885076,366.720333597319,370.160421519374,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"74","Brant",2021,"CL",49860.6664,48999.3634,15710837,15365752.6657,1138,1138,1137,0,9044219.395,175899.9779,9220119.3729,0.588595924441036,0.0232247915286181,7947.46871265378,0.0114475341186931,0.600043458559729,315.094805872871,313.590863217215,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"75","Brant",2021,"CM",53837.0836,53206.7607,6412739,6379548.6112,1339.4922,1339.4922,1338.4917,0,5127207.8812,85899.0552,5213106.9364,0.80369446079596,0.0251752255235489,3827.72507462156,0.0134647543948791,0.817159215190839,119.113788697128,119.901090148493,"High Risk >= 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"76","Brant",2021,"DC",82261.4163,80990.014,24620689,24090625.353,1851,3399,3394,0,13232958.2836,169391.6029,13402349.8839,0.549299077533166,0.0228546694657936,7149.08605272826,0.00703143236914378,0.55633050990231,299.298141308564,297.451798847695,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"77","Brant",2021,"PD",82278.9999,80998.1714,1340665,1332814.6686,71.2504,71.2504,69.2436,0,1871900.1687,10818.7783,1882718.947,1.40447146388797,0.000879654426371408,26272.1355767827,0.00811724132010352,1.41258870520807,16.2941333952699,16.4548735553307,"High Risk >= 0.75","Low Risk < 0.05","Unprofitable >= 1.10","High Exposure >= 0.05"
